発売日,クロスレビュー(評価),容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,ハード・メモリ,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1992-06-19,-,16,-,日本テレネット,魔法の少女シルキーリップ💿,-,-,0,💿メガCD,,遠藤正二朗,大竹リップ♡,木下崇,梅津貴陽,遠藤正二朗,小川史生,
1992-06-26,-,16,-,ゲームアーツ,ルナザ・シルバースター💿,-,-,11,💿メガCD,,,,窪岡俊之,溝口功|岩垂徳行|藤岡央|窪寺義明|渋谷道玄,重馬敬,宮路洋一,
1992-07-31,-,16,-,ホット・ビィ,デトネイター・オーガン💿,-,-,0,💿メガCD,,,,"菊池通隆|幡池裕行[注 1]|柿沼秀樹[注 2]|山根公利[注 2]|阿久津潤一[注 2]|夢野れい[注 2]",平沢進,柿沼秀樹,,
1992-08-07,-,16,-,ビクター,プリンス・オブ・ペルシャ💿,-,-,0,💿メガCD,,,ジョーダン・メックナー,ジョーダン・メックナー,フランシス・メックナー,,ブライアン・エーラー,
1992-08-28,-,16,-,ウルフチーム,サンダーストームFX💿,-,-,0,💿メガCD,,,,,,,,
1992-09-11,-,16,-,セガ,ブライ八玉の勇士伝説💿,-,-,0,💿メガCD,,,,,,,,
1992-09-25,30,16,ADV,セガ,ライズ・オブ・ザ・ドラゴン💿,"￥7,140","￥7,000代",0,💿メガCD,,ジェフ・タネル(英語版),ダリウス・ルーカス|リチャード・レイル|ケヴィン・ライアン,ジェフ・タネル|ランディ・ダルシャム|ロバート・カラコール,ドン・ラタルスキー(英語版)|クリストファー・スティーブンス(英語版),ジェリー・ラトレル|デヴィッド・セラ,,
1992-09-25,-,16,-,ビクター,ワンダードッグ💿,-,-,0,💿メガCD,,,,高橋沙妃,"DÉ DÉ MOUSE|ミト",野島伸司,,
1992-10-23,-,16,-,マイクロネット,ブラックホールアサルト💿,-,-,0,💿メガCD,,,,,,,,
1992-10-30,-,16,-,セガ,プロ野球スーパーリーグCD💿,-,-,0,💿メガCD,,,,,,,,
1992-11-13,-,16,-,ウルフチーム,タイムギャル💿,-,-,0,💿メガCD,,,くりやまたかし,藤原英裕|今沢哲男|我妻宏,今村善雄,,,
1992-11-27,-,16,-,コンパイル,電忍アレスタ💿,-,-,0,💿メガCD,,渡辺孝行,TAKIN|山下孝一|広野隆行,渡辺孝行|龍王院弘|大西伸一|高島俊介|渡辺孝行,田中勝巳|嶋崎聡,,仁井谷正充,
1992-12-18,-,16,-,セガ,アフターバーナー3💿,-,-,0,💿メガCD,,鈴木裕|浜垣博志,三船敏,鈴木裕,川口博史,,中山隼雄,
1992-12-18,32,16,RAC,ウルフチーム,ロードブラスターFX💿,"￥8,190","￥8,000代",0,💿メガCD,,岸本良久,熊谷慎太郎,高山秀樹|稲野義信,,,,
1992-12-18,30,16,TAB,ゲームアーツ,ぎゅわんぶらあ自己中心派2激闘!東京マージャンランド編💿,"￥8,190","￥8,000代",6,💿メガCD,,,,,,,,
1992-12-25,-,16,-,ウルフチーム,天舞メガCDスペシャル💿,-,-,0,💿メガCD,,,,,,,,
1992-12-25,-,16,-,シムス,カプコンのクイズ殿様の野望💿,-,-,0,💿メガCD,,,松嶋延幸|中井一仁,"飯島哲也|C.KANEMITSU|M.OKAZAKI|KITASAN|MARILYN HIGUCHI",松前真奈美|GIPS.PAPA,,岡本吉起,
1992-01-04,-,16,-,ビクター,ワンダーメガコレクション💿,-,-,0,💿メガCD,,,,,,,,
1992-07-26,-,16,-,BMGビクター,SING!!セガゲームミュージックPresentedbyB.B.クィーンズ💿,-,-,0,💿メガCD,,,,,,,,
1993-01-03,-,16,-,データウエスト,サイキック・ディテクティブ・シリーズVol.3AYA💿,-,-,0,💿メガCD,,,,,,,,
1993-01-29,-,16,-,ゲームアーツ,ゆみみみっくす💿,-,-,0,💿メガCD,,岡部博明,小山洋幸|坂本順一|瀬川佳久|金井秀樹|工藤直樹|渡谷光浩,竹本泉,上條有|國島憲一|松田明男,竹本泉,宮路洋一|上坂哲,
1993-03-12,-,16,-,セガ,シムアース💿,-,-,0,💿メガCD,,,ダニエル・ゴールドマン|ポール・シュミット,フレッド・ハスラム|ウィル・ライト|ケイトリン・ミシェルデイトン|ピーター・ミシェルデイトン|ジェニー・マーティン|スーザン・グリーン,ヒース・ペーターソン,,スティーヴ・ベッカート,
1993-03-12,-,16,-,タイトー,ニンジャウォーリアーズ💿,-,-,0,💿メガCD,,緒方正樹,永田喜久|岩崎雄二|わたべよしゆき|緒方正樹|佐々木大輔,辻野浩司|石川幸生,小倉久佳,辻野浩司,末角要次郎,
1993-03-19,-,16,-,ビクター,ウルフチャイルド💿,-,-,0,💿メガCD,,,,,,,,
1993-03-26,-,16,-,ビクター,ジャガーXJ220💿,-,-,0,💿メガCD,,,,キース・ヘルフェット,,,,
1993-03-30,-,16,-,ウルフチーム,アネット再び💿,-,-,0,💿メガCD,,,,,,,,
1993-04-02,-,16,-,セガ,ファイナルファイトCD💿,-,-,0,💿メガCD,,,,,,,,
1993-04-23,-,16,-,コーエー,三國志3💿,-,-,0,💿メガCD,,,,,菅野よう子,,シブサワ・コウ,
1993-04-23,-,16,-,セガ,セガクラシックアーケードコレクション💿,-,-,0,💿メガCD,,,,,,,,
1993-04-23,30,16,ADV,セガ,スイッチ💿,"￥9,240","￥9,000代",0,💿メガCD,,,,,,,,
1993-04-23,-,16,-,メサイヤ,らんま1/2白蘭愛歌💿,-,-,0,💿メガCD,,岩崎秀雄|鈴木茂,小林一美|鈴木茂,菅原真由美|中山智純|北京黒犬|ZAZZIE|押見充利,飯塚博|高木みゆき|前田華代子,鈴木茂|川久保雄一,菅沼孝夫|盛武源|土田俊郎,
1993-05-28,-,16,-,ウルフチーム,デバステイター💿,-,-,0,💿メガCD,,,,,,,,
1993-05-28,-,16,-,タイトー,ナイトストライカー💿,-,-,0,💿メガCD,,海道賢仁,菅原徹|橋本英樹|つかのとしあき|津森康男|きたばやしたかし,関口忍|のむらあきお,高木正彦,,菅原徹,
1993-05-28,-,16,-,マイクロキャビン,幻影都市ILLUSIONCITY💿,-,-,0,💿メガCD,,中津泰彦,,中津泰彦|百鬼丸|陣内靖弘|橘田幸雄,新田忠弘|福田康文|瓜田幸治,加藤雅史,,
1993-06-25,-,16,-,セガ,メガシュヴァルツシルト💿,-,-,0,💿メガCD,,,,,,,,
1993-06-25,-,16,-,日本テレネット,Aランクサンダー誕生編💿,-,-,0,💿メガCD,,遠藤正二朗,粕谷智昭,遠藤正二朗|韮沢靖|後藤正行,小川史生|三好敏彦|近藤昭雄|平沢悦章|福島尚哉|YUJI,遠藤正二朗,小川史生,
1993-07-16,-,16,-,セガ,ダイナミックカントリークラブ💿,-,-,0,💿メガCD,,,,,,,,
1993-07-23,-,16,-,ウルフチーム,アークス1・2・3💿,-,-,0,💿メガCD,,,,,,,,
1993-07-23,-,16,-,セガ,聖魔伝説サザンアイズ💿,-,-,8,💿メガCD,,,,,,,,
1993-07-30,31,16,SHT,ゲームアーツ,シルフィード💿,"￥9,240","￥9,000代",15,💿メガCD,,,,,,,,
1993-07-30,-,16,-,ヒューマン,バリ・アーム💿,-,-,0,💿メガCD,,,,,,,,
1993-07-30,-,16,-,日本テレネット,サイボーグ009💿,-,-,0,💿メガCD,,,,牧由尚,"KEN THE 390",亀田真二郎,,
1993-08-06,-,16,-,セガ,江川卓のスーパーリーグCD💿,-,-,0,💿メガCD,,,,,,,,
1993-08-06,-,16,-,ビクター,慶応遊撃隊💿,-,-,0,💿メガCD,,,,,,,,
1993-08-27,-,16,-,ビクター,雀豪ワールドカップ💿,-,-,0,💿メガCD,,,,,,,,
1993-09-17,-,16,-,コーエー,ウイニングポスト💿,-,-,0,💿メガCD,,,,,山崎洋一|新井智詞,,シブサワ・コウ,
1993-09-17,-,16,-,セガ,笑ゥせぇるすまん💿,-,-,0,💿メガCD,,,,岡迫亘弘|鈴木藤雄,田中公平,藤子不二雄Ⓐ,,
1993-09-17,-,16,-,ビクター,サンダーホーク💿,-,-,0,💿メガCD,,,,,,,,
1993-09-23,32,16,ACT,セガ,ソニック・ザ・ヘッジホッグCD💿,"￥9,240","￥9,000代",0,💿メガCD,,大島直人,山本啓一|溝口松秀|松岡雄一|佐藤達也|矢北法孝,ちのひろあき|小野健一|横山雄一郎|見吉隆夫|西野陽|川口博之|星野一幸,日本・欧州版|尾形雅史|幡谷尚史|北米版|スペンサー・ニールセン|デヴィッド・ヤング|スターリング,,中山隼雄金成貫|押谷眞,
1993-09-23,-,16,-,ビクター,モンキー・アイランドユーレイ海賊大騒動!💿,-,-,0,💿メガCD,,,,,,,,
1993-09-24,-,16,-,コーエー,蒼き狼と白き牝鹿元朝秘史💿,-,-,0,💿メガCD,,,,,大島ミチル,,シブサワ・コウ,
1993-10-22,-,16,-,シムス,ヴァイ流星の鎧💿,-,-,0,💿メガCD,,,,,,,,
1993-10-29,-,16,-,コナミ,リーサルエンフォーサーズ💿,-,-,0,💿メガCD,,波多野よしあき,波多野よしあき,スティーヴ・ジョンソン,福井健一郎,,,
1993-11-12,-,16,-,セガ,ダークウィザード蘇りし闇の魔導士💿,-,-,0,💿メガCD,,,,,,,,
1993-11-19,-,16,-,セガ,アルスラーン戦記💿,-,-,0,💿メガCD,,,,神村幸子|小木曽伸吾(チーフ)|田澤湖|渡邊和夫,岩代太郎,田中芳樹|荒川弘,,
1993-11-19,33,16,ADV,セガ,ナイトトラップ💿,"￥9,240","￥9,000代",9,💿メガCD,,,,,,,,
1993-11-26,-,16,-,サンドストーム,アルシャーク💿,-,-,0,💿メガCD,,,田名網正,飯淳|佐藤淳|青柳久|木村明広,佐藤天平,飯淳,,
1993-11-26,-,16,-,CSK総合研究所,マイト・アンド・マジック3💿,-,-,0,💿メガCD,,,,,,,,
1993-11-26,-,16,-,マイクロネット,ザ・サードワールドウォー💿,-,-,0,💿メガCD,,M.カトー,M.カトー|堀川謙太郎|池田貴之|常田稔|SKELETON,をたぼう|奈良岡勇一郎|本間仁|小田桐孝一|のむやん,田中遊梦|PIRATA|KAPPA|ファンダンゴ,,村上晶彦,
1993-12-10,32,16,ADV,セガ,夢見館の物語💿,"￥8,190","￥8,000代",7,💿メガCD,,デヴィッド・プラスコン,,S.S.D.,野見祐二,,デヴィッド・S・ストーン,
1993-12-10,-,16,-,データウエスト,サイキック・ディテクティブ・シリーズVol.4オルゴール💿,-,-,0,💿メガCD,,,,,,,,
1993-12-28,-,16,-,サミー,戦国伝承💿,-,-,0,💿メガCD,,,,,山手安生|清水敏夫,,,
1994-01-28,-,16,-,セガ,いしいひさいちの大政界💿,-,-,0,💿メガCD,,石井達也,島軒惣兵工|石黒雄一,石井達也|赤桐裕二|いしいひさいち,高山博彦,大蔵圭一,大岡良樹|渡辺雅人,
1994-02-25,-,16,-,シムス,真・女神転生💿,-,-,0,💿メガCD,,岡田耕始,佐藤雅美|岡田耕始|國枝剛|高木秀俊,伊藤龍太郎|藤岡一樹|しまだよしあき|鈴木一也(遊企画)|佐藤佐和子|村上哲也|片岡いずみ|高島志郎|金子一馬,増子司,鈴木一也|伊藤龍太郎,新野洋右,
1994-02-25,-,16,-,ビクター,マイクロコズム💿,-,-,0,💿メガCD,,,,,,,,
1994-03-18,-,16,-,セガ,ゲームのかんづめVOL.1💿,-,-,0,💿メガCD,,,,,,,,
1994-03-18,-,16,-,セガ,ゲームのかんづめVOL.2💿,-,-,0,💿メガCD,,,,,,,,
1994-03-18,-,16,-,日本物産,F1サーカスCD💿,-,-,0,💿メガCD,,,,,,,,
1994-03-18,-,16,-,ビクター,ハイムドール💿,-,-,0,💿メガCD,,,,,,,,
1994-03-25,-,16,-,コーエー,信長の野望覇王伝💿,-,-,0,💿メガCD,,,,,菅野よう子,,シブサワ・コウ,
1994-03-25,-,16,-,セガ,AX-101💿,-,-,0,💿メガCD,,,,,,,,
1994-03-25,-,16,-,セガ,ウイングコマンダー💿,-,-,0,💿メガCD,,,,,,,,
1994-03-25,-,16,-,ビクター,ダンジョン・マスター2スカルキープ💿,-,-,0,💿メガCD,,,,,,,,
1994-04-01,-,16,-,セガ,ぽっぷるメイル💿,-,-,0,💿メガCD,,木屋善夫,永嶋純,今井浩之|塩田雄一|田中久仁彦,石川三恵子|白川篤史,,加藤正幸,
1994-04-15,-,16,-,ゲームアーツ,うる星やつらディアマイフレンズ💿,-,-,0,💿メガCD,,上坂哲,岡部博明|工藤直樹|金井秀樹|渡谷光浩|中村博史,中嶋敦子|押木賢,大熊謙一,上坂哲|須永有三|月島とほる,宮路洋一|菅沼孝夫,
1994-04-15,-,16,-,マイクロネット,バトルファンタジー💿,-,-,0,💿メガCD,,,,,,,,
1994-04-22,-,16,-,ソニー,爆伝アンバランスゾーン💿,-,-,0,💿メガCD,,,,,,,,
1994-04-22,-,16,-,ポニーキャニオン,アイ・オブ・ザ・ビホルダー💿,-,-,0,💿メガCD,,ブルット・W・スペリー(英語版),フィリップ・W・ゴロー,フィリップ・W・ゴロー|イーディ・ララモア|ポール・S・ムードラ|ジョセフ・ボスティック|リック・パークス|アーロン・E・パウエル|ジョセフ・B・ヒューイット4世,ポール・S・ムードラ,イーディ・ララモア,,
1994-04-23,-,16,-,セガ,ヘブンリーシンフォニー💿,-,-,6,💿メガCD,,,,,,,,
1994-05-13,-,16,-,東映ビデオ,仮面ライダーZO💿,-,-,0,💿メガCD,,,,,川村栄二,石ノ森章太郎,,
1994-05-20,-,16,-,セガ,ロードス島戦記英雄戦争💿,-,-,7,💿メガCD,,,,,,,,
1994-06-03,-,16,-,アクレイムジャパン,モータルコンバット完全版💿,-,-,0,💿メガCD,,,,,,,,
1994-06-03,-,16,-,セガ,ドラゴンズレア💿,-,-,0,💿メガCD,,,マイケル・クナウアー|ヴィンス・リー,リック・ダイアー|ビクター・ペンマン|マーティ・フォールガー|ダーリーン・ウォディントン|ドン・ブルース,クリストファー・ストーン,,,
1994-06-24,-,16,-,アクレイムジャパン,WWFマニア・ツアー💿,-,-,0,💿メガCD,,,,,,,,
1994-07-22,-,16,-,セガ,シャイニング・フォースCD💿,-,-,13,💿メガCD,,,,,,,,
1994-07-29,-,16,-,ビクター,シャドー・オブ・ザ・ビースト2獣神の呪縛💿,-,-,0,💿メガCD,,,,,,,,
1994-09-22,-,16,-,ビクター,スター・ウォーズレベルアサルト💿,-,-,0,💿メガCD,,,,,,,,
1994-09-30,31,16,ACT,セガ,ジュラシック・パーク💿,"￥7,140","￥7,000代",0,💿メガCD,,,,,,"『Jurassic Park Adventures: Survivor』(2001年) 『Jurassic Park Adventures: Prey』(2001年) 『Jurassic Park Adventures: Flyers』(2002)",,
1994-09-30,-,16,-,テクモ,キャプテン翼💿,-,-,0,💿メガCD,,,,,,高橋陽一,,
1994-09-30,-,16,-,ビクター,バトルコープス💿,-,-,0,💿メガCD,,,,,,,,
1994-10-28,-,16,-,ナムコ,スターブレード💿,-,-,0,💿メガCD,,中谷始,松浦則政|斉藤仁人|大森靖,柳川渉,細江慎治,,澤野和則|山田昌紀,
1994-11-11,-,16,-,セガ,アフターハルマゲドン外伝魔獣闘将伝エクリプス💿,-,-,0,💿メガCD,,,,,,,,
1994-11-25,-,16,-,コナミ,リーサルエンフォーサーズ2ザ・ウエスタン💿,-,-,0,💿メガCD,,波多野よしあき,波多野よしあき,スティーヴ・ジョンソン,福井健一郎,,,
1994-12-20,-,16,-,アクレイムジャパン,NBAジャム💿,-,-,0,💿メガCD,,,ショーン・リプタク,マーク・ターメル|トニー・ゴスキー|ジョン・カールトン|サル・ディヴィタ|ジェイミー・リベット,ジョナサン・ヘイ,,,
1994-12-22,-,16,-,ゲームアーツ,ルナエターナルブルー💿,-,-,8,💿メガCD,,小山洋幸,小山洋幸,安住政敏|前田真宏|拔山敏弘,岩垂徳行|溝口功,重馬敬,,
1994-12-22,-,16,-,セガ,トムキャットアレイ💿,-,-,0,💿メガCD,,,,,,,,
1994-12-22,-,16,-,ビクター,ソウルスター💿,-,-,0,💿メガCD,,,,,,,,
1995-02-24,-,16,-,セガ,エコー・ザ・ドルフィンCD💿,-,-,0,💿メガCD,,,,,,,,
1995-02-24,-,16,-,ビクター,大封神伝💿,-,-,0,💿メガCD,,,,,,,,
1995-03-24,-,16,-,セガ,ダブルスイッチ💿,-,-,0,💿メガCD,,,,,,,,
1995-03-24,-,16,-,セガ,プライズファイター💿,-,-,0,💿メガCD,,,,,,,,
1995-03-31,-,16,-,ビクター,餓狼伝説スペシャル💿,-,-,0,💿メガCD,,,,塚本高史,清水敏夫|山田泰正|北村芳彦,,川崎英吉,
1995-09-01,-,16,-,セガ,ファーレンハイト💿,-,-,0,💿メガCD,,,,,,,,
1995-12-22,-,16,-,セガ,サージカルストライク💿,-,-,0,💿メガCD,,,,,,,,
1996-02-23,-,16,-,コンパイル,シャドウラン💿,-,-,0,💿メガCD,,,,,,,,
