発売日,クロスレビュー(評価),容量(bit),ジャンル,メーカー,タイトル,価格,価格帯,売り上げ本数TOP50,ハード,👥クリエイターズ,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,カセットカラー,ラベル,「対戦」といえば？,「ハイスコア」といえば？,「クリアできなかった」といえば？,
1988-03-10,-,4,ACT,パックインビデオ,シュワルツネッガーのプレデター,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-03-17,-,4,ETC,ビクター音楽産業,釣りキチ三平ブルーマーリン編,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-03-17,-,4,ACT,ナムコ,ローリングサンダー,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-03-18,-,4,SLG,アイレム,ナポレオン戦記,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-03-18,-,5,SLG,光栄,信長の野望全国版,"￥9,800","￥10,000代",0,1,,,,,菅野よう子,,シブサワ・コウ,-,-,-,-,-,
1988-03-18,-,4,TAB,ポニーキャニオン,谷川浩司の将棋指南Ⅱ名人への道,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-03-24,-,4,SPT,SNK,ファイティングゴルフ,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-03-26,-,4,ACT,ビック東海,ゴルゴ13第一章神々の黄昏,"￥5,700","￥5,500代",0,1,,ANGELA,八木としやす,吉川昇一|吉川昇一|佐藤博幸,蓮谷通治,倉本奈緒,さいとう・たかを,-,-,-,-,-,
1988-03-28,-,4,RPG,イマジニア,愛の伝説オリュンポスの戦い,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-03-28,-,4,SLG,ホットビィ,武田信玄,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-03-29,-,2,SLG,アスキー,フリートコマンダー,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-03-29,-,5,ACT,タイトー,不動明王伝,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-03-30,-,4,ADV,データイースト,ビーバップハイスクール高校生極楽伝説,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-04-05,-,4,SLG,ナムコ,独眼竜政宗,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-04-08,-,4,ACT,東宝,ジーキル博士の彷魔が刻,"￥5,300","￥5,500代",0,1,,,,,蓮谷通治,,,-,-,-,-,-,
1988-04-08,31,4,ACT,テクノスジャパン,双截龍(ダブルドラゴン),"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-04-15,-,4,SPT,ジャレコ,燃えろ！！プロテニス,"￥5,500","￥5,500代",0,1,,,,樋上いたる|門之園恵美|池田和美,折戸伸治|戸越まごめ|麻枝准,志茂文彦,馬場隆博,-,-,-,-,-,
1988-04-16,-,5,ACT,ケイアミューズメントリース,怒ⅡDOGOSOKEN,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-04-28,-,4,RPG,トンキンハウス,エリュシオン,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-04-28,32,4,SPT,テクモ,キャプテン翼,"￥5,500","￥5,500代",0,1,,,,,,高橋陽一,,🟥赤,-,-,-,-,
1988-04-28,-,4,SLG,ケムコ,砂漠の狐戦車戦略,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-05-01,-,5,ADV,トーワチキ,名探偵ホームズ霧のロンドン殺人事件,"￥6,000","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-05-13,-,5,RPG,スクウェア,ディープダンジョンⅢ勇士への旅,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-05-20,-,4,ACT,東映動画,仮面の忍者赤影,"￥5,300","￥5,500代",0,1,,石崎すすむ,,金山明博,知久光康,菅良幸|井上敏樹|照井啓司|渡辺麻実,,-,-,-,-,-,
1988-05-27,-,4,SLG,ヘクト,将軍(SHOGUN),"￥5,800","￥6,000代",0,1,,,,,モーリス・ジャール,エリック・バーコビッチ,エリック・バーコビッチ|ベン・チャップマン|ジェームズ・クラベル|ケリー・フェルザーン,-,-,-,-,-,
1988-05-27,-,4,ADV,ハドソン,サラダの国のトマト姫,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-05-27,30,5,SPT,ナムコ,ナムコクラシック,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-05-27,-,4,ACT,ユーピーエル,忍者くん阿修羅の章,"￥5,300","￥5,500代",0,1,,,西澤龍一|藤沢勉,西澤龍一|藤沢勉,,,,🟥赤,-,-,-,-,
1988-05-30,-,4,RPG,バンダイ,聖闘士星矢黄金伝説完結編,"￥5,800","￥6,000代",0,1,,,,,,,,🟦青,-,-,-,-,
1988-06-03,-,4,ACT,日本物産,コスモポリスギャリバン,"￥5,900","￥6,000代",0,1,,藤原茂樹,つちいえとしお,藤原茂樹|なかがわきょうこ,吉田健志,,,-,-,-,-,-,
1988-06-17,32,4,SHT,サンソフト,超惑星戦記メタファイト,"￥5,300","￥5,500代",0,1,,東谷浩明|北角浩一,さだけんじ|かじたけんじ,さだけんじ|岩田義明|駕屋ひろゆき|リチャード・ロビンス,小高直樹,,,-,-,-,-,-,
1988-06-20,-,4,SHT,カプコン,1943,"￥5,300","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-06-24,30,4,RPG,ケムコ,真田十勇士,"￥5,600","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-06-24,30,4,ACT,ナムコ,妖怪道中記,"￥4,900","￥5,000代",0,1,,,デビル中村,水野一実|ナナチャン大石|木元昌洋|小森谷勇一郎|サラバジャ南|ホルスタイン安斎|カータン榊原,川田宏行,,,-,-,-,-,-,
1988-06-28,-,4,SPT,タイトー,究極ハリキリスタジアム,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-07-14,-,5,RPG,BPS,スーパーブラックオニキス,"￥5,900","￥6,000代",0,1,,,ボブ・ラザフォード|小林孝志|リチャード・チャールズ・ロジャース|坂本隆志,ヘンク・ブラウアー・ロジャース|ハンス・ヤンセン,,松方哲也,,-,-,-,-,-,
1988-07-15,-,4,ADV,コナミ,じゃりん子チエばくだん娘のし幸せさがし,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-07-15,30,4,SLG,アスキー,ベストプレープロ野球,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-07-15,-,4,ACT,ジャレコ,伝説の騎士エルロンド,"￥5,500","￥5,500代",0,1,,,,,デビッド・ワイズ,,,-,-,-,-,-,
1988-07-20,-,5,ACT,カプコン,ヒットラーの復活トップシークレット,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-07-21,-,5,ADV,ボーステック,めぞん一刻,"￥5,900","￥6,000代",0,1,,,,,周防義和,岡田惠和,,-,-,-,-,-,
1988-07-22,-,4,ACT,ナムコ,カイの冒険,"￥3,900","￥4,000代",0,1,,遠藤雅伸,内藤智,遠藤雅伸|篠崎雄一郎|ときた洸一,小沢純子,遠藤雅伸,,-,-,-,-,-,
1988-07-22,-,4,ACT,ビック東海,カケフくんのジャンプ天国スピード地獄,"￥5,300","￥5,500代",0,1,,はせがわとしひさ,"BIG HIT MACHIYA|河村知彦",はせがわとしひさ,蓮谷道治,,藤原明|曽我栄蔵,-,-,-,-,-,
1988-07-26,-,4,ACT,タイトー,レインボーアイランド,"￥5,500","￥5,500代",0,1,,,藤末一郎|みきこうじ|おくのこうじ,三辻富貴朗|三辻富貴朗|讃岐平,相澤静夫|小倉久佳,三辻富貴朗,,-,-,-,-,-,
1988-07-26,31,4,SPT,テクノスジャパン,熱血高校ドッジボール部,"￥5,800","￥6,000代",0,1,,,,,,,,-,対戦,10位,-,-,
1988-07-29,-,4,SHT,SNK,グレートタンク,"￥5,500","￥5,500代",0,1,,,かねだゆきお,なかいとしゆき|小畑浩二|藤原秀樹|かわさきいさむ|かまだおさむ|さとうじゅんこ,ゆあさまさかず|田中敬一|西田和弘,,川崎英吉,-,-,-,-,-,
1988-07-29,-,4,SLG,ナムコ,三国志中原の覇者,"￥6,900","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1988-07-29,-,4,ACT,カルチャーブレーン,飛龍の拳Ⅱドラゴンの翼,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-07-30,-,4,SPT,バップ,スーパーリアルベースボール'88,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-08-03,-,5,ADV,東京書籍,太陽の神殿アステカⅡ,"￥5,900","￥6,000代",0,1,,加藤正幸,橋本昌哉,山根ともお|横山宏,阿部隆人,宮本恒之,,-,-,-,-,-,
1988-08-09,-,4,PZL,HAL研究所,エッガーランド迷宮の復活,"￥5,600","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-08-10,-,4,SLG,ソフエル,ザ・マネーゲーム,"￥5,900","￥6,000代",0,1,,,篠原正義|高橋範道|杉坂浩一|ドラゴン高橋|土津完保|山本忠行,山口裕司|山㟁栄一,大藤由美子(日本版)|村井俊夫(北米版),松沢博,,-,-,-,-,-,
1988-08-10,-,4,ADV,バンダイ,闘将！！拉麺男炸裂超人一○二芸,"￥5,800","￥6,000代",0,1,,明比正行,,山口泰弘,奥慶一,ゆでたまご,,-,-,-,-,-,
1988-08-10,-,5,SPT,ジャレコ,燃えろ！！プロ野球'88決定版,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-08-11,-,4,ADV,サンソフト,水戸黄門Ⅱ世界漫遊記,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-08-12,-,4,SPT,データイースト,サッカーリーグウィナーズカップ,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-08-12,-,4,RPG,バンダイ,ドラゴンボール大魔王復活,"￥5,800","￥6,000代",0,1,,荻野目洋,しみずかずや,あきこ|ゆうこ|かつら|やすえ,安達春樹|ペルー,,,-,-,-,-,-,
1988-08-12,-,4,RAC,ナムコ,ファイナルラップ,"￥5,200","￥5,000代",0,1,,,,,細江慎治,,,-,-,-,-,-,
1988-08-12,33,4,SLG,任天堂,ファミコンウォーズ,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-08-12,-,4,ACT,コナミ,マッドシティ,"￥5,500","￥5,500代",0,1,,,,,トーマス・ニューマン,トム・マシューズ,,-,-,-,-,-,
1988-08-19,-,5,SLG,アイレム,不如帰(ほととぎす),"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1988-08-23,-,4,ETC,ココナッツジャパン,スーパーピンボール,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-08-26,30,5,RPG,ビクター音楽産業,イース,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-08-26,-,2,SPT,バップ,スーパーダイナミックバトミントン,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1988-08-26,-,4,SHT,ハドソン,亀の恩返し,"￥5,500","￥5,500代",0,1,,,,,高山博彦,,,-,-,-,-,-,
1988-09-02,-,4,TAB,SNK,ファミコン名人戦,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-09-13,-,5,ADV,ジャレコ,マニアックマンション,"￥5,500","￥5,500代",0,1,,,ロン・ギルバート|デヴィッド・フォックス|カール・メイ,ロン・ギルバート|ゲイリー・ウィニック(英語版)|ゲイリー・ウィニック,クリス・グリッグス|デヴィッド・ローレンス,ロン・ギルバート|ゲイリー・ウィニック,,-,-,-,-,-,
1988-09-16,-,4,SPT,コナミ,コナミックスポーツインソウル,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-09-16,-,5,ACT,ポニーキャニオン,霊幻道士,"￥5,900","￥6,000代",0,1,,,,,アンダース・ネルソン|メロディ・バンク,"バリー・ウォン(黄炳耀)[注釈 1]|シートゥ・チャホン",,-,-,-,-,-,
1988-09-21,-,5,ADV,ポニーキャニオン,孔雀王,"￥5,800","￥6,000代",0,1,,,,越智博之(1)|摩砂雪(2)|岸田隆宏(3)|小池健|阿部恒,,荻野真,,-,-,-,-,-,
1988-09-22,-,4,ETC,ケムコ,ドナルドダック,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-09-27,-,4,ACT,セタ,エイトアイズ,"￥5,800","￥6,000代",0,1,,,,,レノン=マッカートニー,,ジョージ・マーティン,-,-,-,-,-,
1988-09-27,-,4,ADV,ナムコ,えりかとさとるの夢冒険,"￥4,900","￥5,000代",0,1,,,,,高山博彦,,,-,-,-,-,-,
1988-09-30,-,4,TAB,エピックソニー,VIVALASVEGAS,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-09-30,-,3,RAC,パックインビデオ,ナイトライダー,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-10-01,-,4,SLG,アスキー,ベストプレープロ野球新データ,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-10-11,-,4,SLG,ボーステック,大戦略,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-10-18,-,4,ETC,ホットビィ,ザ・ブラックバスⅡ,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-10-21,-,4,SHT,データイースト,コブラコマンド,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-10-21,-,4,RPG,ナムコ,源平討魔伝,"￥4,900","￥5,000代",0,1,,,大久保良一,阿部信彦|高橋由鬼夫|穴田悟,中潟憲雄,高橋由鬼夫|大久保良一|中潟憲雄,,-,-,-,-,-,
1988-10-23,35,5,ACT,任天堂,スーパーマリオブラザーズ3,"￥6,500","￥6,500代",384,1,,宮本茂|手塚卓志,中郷俊彦,宮本茂|手塚卓志|手塚卓志|紺野秀樹|木村浩之,近藤浩治,,宮本茂,🟨黄,対戦,18位,16位,-,
1988-10-28,-,4,SLG,ヘクト,アメリカ大統領選挙,"￥9,800","￥10,000代",0,1,,,,,,,,-,-,-,-,-,
1988-10-30,-,5,SLG,光栄,三國志,"￥9,800","￥10,000代",0,1,,,,,,,,-,-,-,-,-,
1988-11-10,-,4,ADV,ナツメ,東方見文録,"￥5,800","￥6,000代",0,1,,,キャプテンつぼはち,太田螢一,"HANA YAMUCHA",ウルトラかんさい|KONAN,,-,-,-,-,-,
1988-11-11,-,4,SPT,ケイアミューズメントリース,アメリカンフットボールタッチダウンフィーバー,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-11-11,-,5,TAB,アスミック,ぎゅわんぶらあ自己中心派,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-11-11,-,4,ACT,ジャレコ,西遊記ワールド,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-11-16,-,4,ETC,アテナ,ファミリークイズ4人はライバル,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-11-18,-,4,RPG,ナムコ,貝獣物語,"￥5,500","￥5,500代",0,1,,,スタジオD51,バースデイ|フロッピー野中,六土開正,バースデイ,,-,-,-,-,-,
1988-11-22,30,4,ADV,ケムコ,ディジャブ悪魔は本当にやって来た,"￥9,800","￥10,000代",0,1,,,,,,,,-,-,-,-,-,
1988-11-22,-,4,SPT,ジャレコ,燃えろ！！ジュニアバスケットTWOONTWO,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-11-25,-,4,ETC,タイトー,たけしの戦国風雲児,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-11-25,-,4,TAB,ナムコ,ファミリーマージャンⅡ上海への道,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1988-11-29,-,4,ETC,ジャレコ,中国占星術,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-12-02,-,4,ACT,サンソフト,エイリアンシンドローム,"￥5,500","￥5,500代",0,1,,,,,中林亨,,,-,-,-,-,-,
1988-12-02,-,5,TAB,ハドソン,桃太郎電鉄,"￥5,800","￥6,000代",0,1,,さくまあきら,,飯塚裕之|土居孝幸,関口和之,桝田省治|こいでたく|まつもとたづ,,-,-,-,-,-,
1988-12-02,-,4,ACT,ビック東海,突然！マッチョマン,"￥5,500","￥5,500代",0,1,,,おかだひろゆき,"竹森得泰|風間浩|MACKEY UENO",横山清|安藤童太,,いのうえあきお,-,-,-,-,-,
1988-12-02,-,4,SLG,スクウェア,半熟英雄,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-12-09,30,4,SLG,ナムコ,キングオブキングス,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-12-09,-,4,SLG,東宝,ゴジラ,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-12-09,-,4,RAC,バリエ,中嶋悟監修F-1ヒーロー,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-12-09,-,4,ACT,テクモ,忍者龍剣伝,"￥5,500","￥5,500代",0,1,,,,,斎藤幹雄,,,⬜白,-,-,-,14位,
1988-12-10,-,5,ETC,インダクショウンプロディース,89電脳九星占いbyGingukan,"￥9,800","￥10,000代",0,1,,,,,,,,-,-,-,-,-,
1988-12-13,-,4,ACT,東映動画,ファイティングロード,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-12-16,-,5,ADV,ビクター音楽産業,かぐや姫伝説,"￥5,900","￥6,000代",0,1,,,"SPRING FIELD",富沢千夏,美羅亜樹,松本貢,本多慧,-,-,-,-,-,
1988-12-16,-,4,ACT,徳間書店,キャプテンシルバー,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-12-16,31,4,ACT,コナミ,グラディウスⅡ,"￥5,900","￥6,000代",0,1,,,橋本和久|徳田典|松花賢和|高浜元,三好威正|H.MORII|すえながみかよ,村岡一樹|上原和彦|上高治巳|森本ゆきえ,,,-,-,-,-,-,
1988-12-16,-,4,RAC,ケイアミューズメントリース,ザトライアスロン,"￥5,600","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-12-16,-,4,SPT,タイトー,究極ハリキリスタジアム'88選手新データバージョン,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-12-17,-,4,RAC,東京書籍,サイクルレースロードマン～激走！！日本一周4000km～,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-12-17,-,4,RAC,バリエ,トップライダー,"￥9,800","￥10,000代",0,1,,,,,,,,-,-,-,-,-,
1988-12-17,35,5,RPG,スクウェア,ファイナルファンタジーⅡ,"￥6,500","￥6,500代",76,1,,坂口博信,ナーシャ・ジベリ,田中弘道|青木和彦|天野喜孝,植松伸夫,寺田憲史,宮本雅史,⬜白,-,-,-,-,
1988-12-20,-,2,SPT,バンダイ,ファミリートレーナーシリーズ9風雲たけし城二,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1988-12-20,-,4,SHT,サンソフト,ファンタジーゾーンⅡオパオパの涙,"￥5,500","￥5,500代",0,1,,,,,上保徳彦,,,-,-,-,-,-,
1988-12-20,-,4,SPT,ナムコ,プロ野球ファミリースタジアム'88年度版,"￥4,900","￥5,000代",109,1,,,,,,,,-,-,-,-,-,
1988-12-20,-,4,TAB,HAL研究所,ローラーボール,"￥5,600","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1988-12-21,-,4,SLG,ケムコ,銀河英雄伝説わが征くは星の大海,"￥5,900","￥6,000代",0,1,,,,本木久年|清水恵蔵|久米一成|田中精美|池田裕治|高橋英樹|清水恵蔵|清水恵蔵(全編)|今泉賢一(「汚名」),,河中志摩夫,,-,-,-,-,-,
1988-12-22,-,2,PZL,BPS,テトリス,"￥4,900","￥5,000代",181,1,,,,,,,,-,-,-,07位,-,
1988-12-23,-,5,SPT,ジャレコ,燃えろ！！プロサッカー,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-12-24,-,4,ADV,タイトー,アキラ,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1988-12-24,-,4,ACT,九娯貿易,エアーウルフ,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-12-24,-,5,ADV,フジテレビ,小公子セディ(ファミコンドラマ),"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1988-12-24,-,5,ADV,カプコン,プロ野球？殺人事件！,"￥5,900","￥6,000代",0,1,,西山隆志,,貞本友思|河野浩行|貞本友思|稲船敬二,殿村裕誠,,,-,-,-,-,-,
1988-12-24,-,5,ACT,カプコン,ロックマン2Dr.ワイリーの謎,"￥5,800","￥6,000代",151,1,,北村玲,松嶋延幸,北村玲|岸本泰明|稲船敬二|富田直哉|北村玲,立石孝|松前真奈美|坂口由洋,,藤原得郎,🟥赤,-,-,-,-,
1988-12-26,-,4,SHT,SNK,ゲバラ,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1989-01-04,-,4,ACT,コナミ,がんばれゴエモン2,"￥5,500","￥5,500代",0,1,,,青山和浩|小川光章|蛭子悦延,日下進|西村汁子|汾陽桂太,村田幸史|山根ミチル,,,-,-,-,-,-,
1989-01-06,-,4,SHT,タカラ,スペースハリアー,"￥5,500","￥5,500代",0,1,,藤井睦弘(セガ・マークIII),三船敏(アーケード)|川竹英士(アーケード)|中裕司(セガ・マークIII),鈴木裕(アーケード)|麻生宏(アーケード)|津田知介(アーケード)|永田英朗(アーケード)|貞森康毅(セガ・マークIII),川口博史(アーケード)|鈴木裕(アーケード)|上保徳彦(セガ・マークIII),中裕司(セガ・マークIII)|藤井睦弘(セガ・マークIII)|百田浩司(セガ・マークIII),金成貫(アーケード)|中裕司(セガ・マークIII),-,-,-,-,-,
1989-01-06,-,5,TAB,ソフエル,100万$キッド幻の帝王編,"￥5,900","￥6,000代",0,1,,,,"のむら ただお",村井俊夫,,,-,-,-,-,-,
1989-01-20,-,4,ADV,アイレム,西村京太郎ミステリーブルートレイン殺人事件,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-01-20,-,4,RPG,SNK,里見八犬伝,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-01-27,-,5,RPG,東芝ＥＭＩ,ゾイド2ゼネバスの逆襲,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-01-27,-,4,RAC,コナミ,モトクロスチャンピオン,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1989-01-27,-,4,ACT,ビック東海,電撃ビッグバン,"￥5,800","￥6,000代",0,1,,,久松のりひろ|成澤都美子|佐野まゆみ,かわむらはるひこ|かわむらはるひこ|ピータンやまぐち|きのしたかずあき,蓮谷道治,,,-,-,-,-,-,
1989-01-30,-,5,TAB,ココナッツジャパン,パチ夫くん2,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-01-31,-,2,SPT,バンダイ,ファミリートレーナーシリーズ10来来キョンシーズベビーキョンシーのあみだ大冒険,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1989-01-31,-,4,RAC,データイースト,ワールドグランプリPOLEtoFINISH(ポール・トゥ・フィニッシュ),"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-02-06,-,4,ACT,セタ,トムソーヤの冒険,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-02-09,-,4,ACT,ナムコ,ワギャンランド,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1989-02-10,-,4,ADV,サンソフト,赤龍王,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1989-02-11,-,4,ADV,タイトー,京都花の密室殺人事件山村美紗サスペンスシリーズ,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-02-15,-,5,RPG,バンダイ,ファミコンジャンプ英雄列伝,"￥6,500","￥6,500代",110,1,,東海林隆|かみやはるき|大久保悌伸,"あさくさNABE|TRACY KAZUYA",荻野目洋,安達春樹|ペルー,杉本則之,橋本名人,◾黒,-,-,-,-,
1989-02-17,-,5,RPG,ナムコ,ハイドライド3闇からの訪問者,"￥6,900","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1989-02-17,-,4,ACT,エピックソニー,飛ingヒーロー(フライングヒーロー),"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1989-02-20,-,3,SHT,バンダイ,スペースシャドー,"￥9,800","￥10,000代",0,1,,,,,,,,-,-,-,-,-,
1989-02-21,32,4,RPG,アスキー,ウィザードリィⅡリルガミンの遺産,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-02-23,-,4,RPG,ユース,百鬼夜行,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-02-28,-,4,SPT,コナミ,がんばれペナントレース！,"￥5,900","￥6,000代",0,1,,,上野雅弘|山村としき,荻窪一仁,藤尾敦,,,-,-,-,-,-,
1989-03-03,-,4,ACT,バンダイ,魁！男塾疾風一号生,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-03-03,-,2,TAB,ナムコ,早打ちスーパー囲碁,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-03-17,-,5,ADV,キングレコード,ジーザス恐怖のバイオモンスター,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-03-17,-,5,TAB,タイトー,爆笑！！人生劇場,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-03-24,-,4,TAB,ナムコ,ファミリーピンボール,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1989-03-24,-,5,ADV,トンキンハウス,暗黒神話ヤマトタケル伝説,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-03-28,-,4,RPG,ジャレコ,じゃじゃ丸忍法帳,"￥5,800","￥6,000代",0,1,,,かずひろ,二条院翁|えいさく,岡村静良,,,-,-,-,-,-,
1989-03-28,-,4,SPT,データイースト,ペナントリーグホームランナイター,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-03-30,-,4,SHT,サンソフト,アフターバーナー,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-03-31,-,4,SHT,タイトー,オペレーションウルフ,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-03-31,-,4,ADV,ケムコ,シャドウゲイト,"￥6,200","￥6,000代",0,1,,デヴィッド・マーシュ|カール・ローロフス,,,,,スコット・バーフィールド,-,-,-,-,-,
1989-03-31,-,5,SLG,イマジニア,松本亨の株式必勝学Ⅱ,"￥9,800","￥10,000代",0,1,,,,山科けいすけ,澤和雄,松本亨,,-,-,-,-,-,
1989-04-07,-,4,ACT,トーワチキ,ガーフィールドの一週間,"￥5,500","￥5,500代",0,1,,,イトイ・マサシ,,,,,-,-,-,-,-,
1989-04-14,-,4,SHT,ナムコ,ドラゴンスピリット新たなる伝説,"￥5,200","￥5,000代",0,1,,"YOKO BOSS",田中京太,"OJISAN TRIO PLUS 1|石川達也|MACCHAN|ARAKAWA DA!",細江慎治,,,-,-,-,-,-,
1989-04-18,-,4,ETC,ナムコ,マインドシーカー,"￥6,500","￥6,500代",0,1,,,,鈴木浩司,,,岩谷徹,-,-,-,-,-,
